categories,city,avg(stars)
Golf,Elyria,3.5
Spanish,Tempe,3.5
Medical Spas,Beachwood,3.5
Sports Bars,Mount Holly,3.0
Nail Technicians,Cleveland,4.0
Day Spas,Kent,5.0
Kids Activities,Belmont,5.0
Restaurants,Schottsdale,3.0
Gluten-Free,Indian Trail,4.0
Appliances,Carefree,5.0
Life Insurance,Boulder City,5.0
Custom Cakes,Cleveland,4.25
Bars,Turtle Creek,3.75
Pediatric Dentists,Beachwood,3.75
Formal Wear,Kannapolis,5.0
Dry Cleaning,Avondale,4.0
Canadian (New),Springbrook,3.5
Dentists,Böblingen,4.5
Acai Bowls,Toronto,4.0
Delis,Avondale,3.1666666666666665
Live/Raw Food,Markham,4.0
CPR Classes,Wexford,5.0
Grocery,Kirkland,5.0
Hot Dogs,Ranlo,4.5
Arcades,Broadview Heights,3.0
Nurseries & Gardening,Irwin,3.75
Cocktail Bars,Ajax,3.0
Yoga,Cleveland Heights,4.25
Food Trucks,Presto,4.5
Cremation Services,Indian Trail,5.0
Ethnic Food,Avondale,2.75
Indian,Penicuik,3.5
Bakeries,Mantua,2.0
Caribbean,Gilbert,4.0
Luggage,Chandler,4.5
Climbing,Euclid,3.5
Test Preparation,Montréal,2.5
Event Planning & Services,Saint-Hippolyte,3.5
Parks,Monroeville,4.5
Home & Garden,Chester,4.5
Event Planning & Services,Dewey,2.5
Travel Services,Sun City West,3.0
Day Spas,Willoughby Hills,4.0
Preschools,Chagrin Falls,3.5
Elementary Schools,Chagrin Falls,3.5
Food Stands,Pickering,4.5
Test Preparation,Glendale,5.0
Pizza,Ste-Therese-de-Blainville,4.0
Chinese,East Pittsburgh,4.0
Bars,Richmond Heights,3.5
Greek,Northfield,3.5
Laser Eye Surgery/Lasik,Champaign,4.0
Hostels,Cleveland,4.5
Head Shops,Montréal,3.5
Hotels,Savoy,3.0
Food,Central City Village,3.0
Pet Stores,Tolleson,4.0
Brewing Supplies,Glendale,4.0
Gyms,Toronto,3.6993464052287583
Food,Fitchburg,3.72972972972973
Mobile Dent Repair,Pittsburgh,3.5
Piano Bars,Tempe,3.75
Specialty Schools,Toronto,3.810924369747899
Barbeque,Markham,3.5
Playgrounds,Pittsburgh,4.625
Whiskey Bars,Edinburgh,4.214285714285714
Pilates,Solon,5.0
Family Practice,Gilbert,3.064516129032258
RV Dealers,Las Vegas,3.6666666666666665
Formal Wear,Strongsville,2.8333333333333335
Party Characters,Mississauga,3.5
Hair Removal,Strongsville,3.772727272727273
Dry Cleaning,Toronto,3.0689655172413794
Amateur Sports Teams,Avondale,4.0
Plumbing,Westlake,4.0
Outdoor Gear,Montréal,3.7857142857142856
Department Stores,Monroeville,2.8636363636363638
Diagnostic Services,Scottsdale,3.4827586206896552
Local Services,Brookpark,5.0
Active Life,Dunfermline,3.4
Cosmetic Dentists,Verona,4.0
Tires,Waunakee,4.5
American (New),Cave Creek,3.727272727272727
Golf,Valley City,3.25
Dance Schools,Champaign,3.0
Taiwanese,Thornhill,3.5
Local Flavor,Millvale,4.5
Internet Cafes,Pittsburgh,4.083333333333333
Venues & Event Spaces,Caledon East,3.0
Printing Services,Chandler,4.033333333333333
Sushi Bars,Chandler,3.642857142857143
Caterers,Peoria,4.0625
Arts & Crafts,Pittsburgh,4.095588235294118
Venues & Event Spaces,St-Benoît de Mirabel,4.0
Eyelash Service,Phoenix,4.26
Chiropractors,Fort Mill,4.916666666666667
Books,Glendale,3.825
American (New),Carefree,3.65
Auto Upholstery,Lakewood,5.0
Mortgage Lenders,Glendale,3.75
Donuts,Mississauga,3.066666666666667
Vegan,Twinsburg,4.0
Grocery,Thornhill,3.2222222222222223
Yelp Events,North Olmsted,5.0
Photography Stores & Services,Tempe,3.25
Specialty Food,Fort Mill,4.2272727272727275
Refinishing Services,Las Vegas,4.68
Sandwiches,Avon,3.3636363636363638
Tutoring Centers,Las Vegas,4.565217391304348
Shopping,Cottage Grove,3.5
Patisserie/Cake Shop,Mount Holly,5.0
Wine & Spirits,Fairlawn,4.0
DUI Law,Fort Mill,4.75
Comedy Clubs,Las Vegas,3.9074074074074074
Hotels & Travel,Saint-Sauveur,4.166666666666667
Bars,Mint Hill,3.3333333333333335
Mobile Phones,Edinburgh,3.3461538461538463
Neurologist,Tempe,2.5
Meditation Centers,Charlotte,5.0
Health & Medical,Solon,4.181818181818182
Seafood Markets,Mentor,3.5
American (Traditional),South Park,2.5
Farmers Market,Scottsdale,4.25
Hotels & Travel,Dorval,2.7954545454545454
Leather Goods,Madison,3.75
Keys & Locksmiths,Pittsburgh,4.318181818181818
Italian,Boisbriand,3.5
Auto Repair,Downsview,2.0
Churches,Fountain Hills,4.25
Dry Cleaning & Laundry,Tolleson,1.5
Motorsport Vehicle Repairs,Chandler,3.0
Used,McMurray,2.5
Body Shops,Middleton,3.8333333333333335
Mags,Cornelius,4.25
Shaved Ice,Chandler,4.583333333333333
Music & Video,Homestead,3.25
Butcher,Stuttgart,4.333333333333333
Hotels,Twinsburg,3.3333333333333335
Refinishing Services,Glendale,4.625
Landmarks & Historical Buildings,Chandler,4.5
Flowers & Gifts,Beachwood,3.857142857142857
Falafel,Markham,3.25
American (Traditional),Canonsburg,3.3461538461538463
Plumbing,Champaign,3.2916666666666665
Orthodontists,North Las Vegas,3.9444444444444446
Mattresses,Goodyear,3.642857142857143
Sports Wear,Goodyear,4.0
Gas Stations,Scarborough,3.75
Automotive,Robinson,3.25
Knitting Supplies,Montréal,3.9
Cuban,Phoenix,4.055555555555555
Macarons,Mississauga,3.5
Office Equipment,Cleveland,3.25
Food,Longueuil,4.285714285714286
Nail Salons,Avondale,3.4761904761904763
Thrift Stores,Stoughton,3.25
Engraving,Las Vegas,4.8
Printing Services,Stuttgart,4.142857142857143
Hair Salons,Kannapolis,4.0
Historical Tours,Montréal,5.0
Building Supplies,Irwin,1.0
Landscaping,Brunswick,2.5
Towing,Goodyear,4.666666666666667
Hospice,Phoenix,4.0
Ethnic Grocery,Tempe,4.5
Middle Eastern,Lakewood,4.3
Chinese,Quartermile,3.5
Cosmetic Dentists,Indian Trail,3.5
Bubble Tea,Edinburgh,4.125
Breakfast & Brunch,Dorval,3.8333333333333335
Mediterranean,Lasalle,2.5
Southern,Cleveland Heights,4.0
Pizza,Sindelfingen,4.0
Medical Transportation,Mesa,3.5
Embroidery & Crochet,Phoenix,4.222222222222222
Baby Gear & Furniture,Champaign,3.3333333333333335
Nightlife,Mayfield,3.0
Furniture Stores,Coraopolis,4.0
Dry Cleaning & Laundry,University Heights,5.0
Juice Bars & Smoothies,Tolleson,4.333333333333333
Performing Arts,Cornelius,4.166666666666667
Gas Stations,Mount Horeb,4.0
Caterers,Belmont,3.6
Tennis,Monroeville,2.5
Hotels & Travel,Bridgeville,3.6
Pubs,Glenshaw,4.5
Car Window Tinting,Peoria,4.642857142857143
British,Queensferry,4.0
Bird Shops,Pittsburgh,4.0
Diners,Dollard-Des-Ormeaux,3.5
Grocery,Tega Cay,3.0
Tanning,Litchfield Park,4.625
Elementary Schools,Paradise,3.5
Fruits & Veggies,Wexford,4.166666666666667
Appliances,North Las Vegas,3.6666666666666665
Burgers,Brookpark,1.5
Fitness & Instruction,McKeesport,4.0
Post Offices,Boulder City,2.0
Fish & Chips,South Euclid,2.0
Courthouses,Mesa,3.5
Tapas/Small Plates,DeForest,4.5
Chiropractors,Carefree,5.0
Russian,Charlotte,4.5
Scottish,Currie,4.0
Beauty & Spas,Chester,4.0
Massage,Tallmadge,5.0
Cosmetics & Beauty Supply,Stow,3.0
Bars,Amherst,3.857142857142857
Event Planning & Services,Parma Heights,4.5
Mediterranean,Kernen im Remstal,4.0
Shopping,Pepper Pike,3.0
Breakfast & Brunch,Old Town,3.75
Home Cleaning,Carefree,4.5
Gas Stations,clinton,2.5
Fitness & Instruction,Litchfield Park,4.277777777777778
Coffee & Tea,Monticello,4.75
Department Stores,Beachwood,3.3333333333333335
Garage Door Services,Oakville,3.5
Departments of Motor Vehicles,Scottsdale,3.75
Drugstores,Mint Hill,3.1666666666666665
Shaved Ice,Cleveland,4.5
Home Decor,Parma Heights,3.5
Car Rental,Litchfield Park,4.0
Music & DVDs,Monroeville,3.5
International Grocery,Scarborough,3.0
Real Estate,Broadlands,5.0
Pets,Gibsonia,4.5
Hotels & Travel,Saint-Jérôme,3.0
Plumbing,Litchfield Park,4.6
Sewing & Alterations,Pineville,3.0
Life Coach,Stuttgart,5.0
Eyebrow Services,Middleton,4.75
Art Supplies,Pineville,2.5
Fast Food,Leinfelden-Echterdingen,3.75
Nightlife,Olivos,3.75
Damage Restoration,WICKLIFFE,5.0
Accessories,North Royalton,5.0
Home Services,Summerlin,3.8333333333333335
Sewing & Alterations,Outremont,3.5
Cheesesteaks,North York,2.5
Veterinarians,Fairlawn,5.0
Fast Food,Shorewood Hills,3.0
Museums,Markham,4.0
Fashion,MESA,3.0
Cafes,Cornelius,4.25
Massage,University Heights,4.75
Stadiums & Arenas,North Ridgeville,2.5
Pool & Hot Tub Service,Oakville,3.75
Car Dealers,Sun Prairie,2.75
Falafel,Etobicoke,3.0
Imported Food,North Olmsted,4.5
Bakeries,Homestead,4.0
Pet Stores,Bethel Park,4.5
Psychiatrists,Toronto,3.5
Obstetricians & Gynecologists,Brooklyn,2.5
Eyewear & Opticians,Böblingen,4.0
Trainers,Tolleson,3.25
Obstetricians & Gynecologists,Huntersville,3.5
Bridal,Davidson,2.5
Taxis,South Hills,4.0
Desserts,Stow,3.7
Personal Shopping,Avondale,2.5
Discount Store,Etobicoke,3.0
Restaurants,Charlemagne,3.5
Furniture Stores,Indian Trail,4.0
Trainers,Hudson,5.0
Shaved Ice,North Las Vegas,4.3
Appliances,York,3.0
Motorcycle Repair,Canonsburg,5.0
Auto Detailing,Urbana,4.25
Music & DVDs,Stuttgart,3.9
Restaurants,Bonnyrigg and Lasswade,4.0
Landscaping,Chesterland,3.5
Vegan,Orange Village,4.5
Spray Tanning,Matthews,4.5
Restaurants,Lavaltrie,2.5
Party Supplies,Presto,3.0
Pakistani,Mesa,3.5
Chinese,Woodbridge,3.0
Building Supplies,Mentor,2.25
Investing,Tempe,3.0
Auto Repair,Strongville,3.0
Cosmetics & Beauty Supply,North Royalton,4.333333333333333
Seafood,Champaign,3.25
Tobacco Shops,Fort Mill,4.25
Oil Change Stations,Middleburg Heights,3.0
Wine & Spirits,Belmont,4.333333333333333
Breakfast & Brunch,Munhall,2.0
Salad,Vaudreuil-Dorion,2.5
Juice Bars & Smoothies,Broadview Heights,3.5
Sporting Goods,McCandless Township,4.0
Convenience Stores,Litchfield Park,3.0
Family Practice,Boulder City,2.25
Falafel,Edinburgh,4.0
Mexican,Laval,3.2
RV Parks,Sun City,2.0
Restaurants,Saint Leonard,3.5
Pet Groomers,Chesterland,5.0
Gift Shops,Urbana,4.0
Barbeque,Mount Horeb,4.0
Specialty Food,Kannapolis,4.5
Event Planning & Services,Russellton,3.5
Hydro-jetting,Mesa,4.5
Chinese,Pointe-Claire,4.0
Fitness & Instruction,University Heights,3.5
Korean,Oakville,4.0
Departments of Motor Vehicles,Mississauga,3.25
Middle Eastern,Maple,3.5
Restaurants,Piedmont,3.0
Electricians,Tallmadge,3.0
Threading Services,Fairview Park,5.0
Insurance,Allison Park,3.0
Automotive,N. OLMSTED,4.0
Pet Training,McFarland,5.0
Fast Food,Mayfield Village,4.0
Pizza,Canonsburd,1.0
Bowling,Stow,3.0
Wine & Spirits,Mint Hill,4.5
Jewelry,Wexford,5.0
Parks,Fitchburg,4.0
Vinyl Records,Tempe,4.833333333333333
Shopping Centers,Cornelius,2.5
Television Stations,Champaign,2.5
Caribbean,Avondale,4.5
Countertop Installation,Scottsdale,4.25
Beauty & Spas,Midlothian,4.0
Desserts,Bethel Park,4.0
Party & Event Planning,North Olmsted,4.5
Financial Services,Higley,2.0
Sports Medicine,Mayfield Heights,4.0
Car Inspectors,Pittsburgh,5.0
Television Service Providers,North Olmsted,1.0
Countertop Installation,Oakville,1.0
Rehabilitation Center,Mentor,1.5
Dental Hygienists,Pittsburgh,5.0
Aerial Fitness,Chandler,4.0
Japanese,Chateauguay,4.5
Flowers & Gifts,Port Credit,5.0
Tanning Beds,Glendale,4.25
Nurseries & Gardening,Peninsula,4.0
Doctors,Summerlin,5.0
Outdoor Gear,Monroeville,2.5
Fitness & Instruction,Mantua,5.0
Breweries,Etobicoke,4.0
Party & Event Planning,Wildwood,2.0
Arcades,Pineville,3.0
Real Estate,West Mifflin,1.5
Health Markets,Fort Mill,4.0
Fast Food,East Cleveland,3.0
Pet Sitting,Finleyville,3.5
Community Service/Non-Profit,Castle Shannon,3.0
American (Traditional),Leetsdale,4.0
Health Markets,Gastonia,3.75
Fruits & Veggies,Stoughton,4.0
Snow Removal,Pittsburgh,3.5
Packing Services,Cleveland,5.0
Flea Markets,Stouffville,4.0
Real Estate,Richmond Hill,2.5
Moroccan,Tempe,4.25
Tanning,Penn Hills,4.5
Education,Moon Twp,3.0
Massage,Harrisburg,4.0
Vitamins & Supplements,Wexford,5.0
Street Vendors,Pineville,4.5
Latin American,Huntersville,4.0
Health & Medical,FORT MILL,5.0
Dentists,Indian Land,4.5
Guns & Ammo,Belmont,2.5
Eyelash Service,Fountain Hills,4.25
Personal Assistants,Henderson,3.0
Macarons,Avon Lake,4.5
Pet Groomers,Berea,3.5
Farms,Fitchburg,3.5
Wine Tasting Room,Chandler,5.0
Post Offices,Indian Land,3.0
Sushi Bars,Nobleton,4.0
Karate,Scarborough,4.0
Kids Activities,Middleburg Heights,5.0
Auto Security,Fullerton,4.0
Greek,Wesley Chapel,4.5
Party Bus Rentals,Peoria,4.0
Apartments,Richmond Heights,2.5
Dentists,Ahwatukee,4.0
Car Rental,Homestead,3.0
Real Estate Services,Anthem,2.0
Hair Extensions,Bethel Park,5.0
Cocktail Bars,Montreal,3.25
Mexican,Mentor-on-the-Lake,3.75
Modern European,Stuttgart,3.9166666666666665
Oil Change Stations,Gilbert,3.48
Doctors,Gilbert,3.4763157894736842
Plumbing,Sun City,4.25
Chinese,Pittsburgh,3.337037037037037
Hotels,Las Vegas,2.970189701897019
Cheesesteaks,Harrisburg,3.5
Delis,Scottsdale,3.5166666666666666
Motorcycle Dealers,Goodyear,3.0
Nightlife,Fellbach,3.8461538461538463
Restaurants,Inglewood,3.5
Hotels,Mentor,3.357142857142857
Specialty Food,Pickering,3.642857142857143
Asian Fusion,Mississauga,3.2403846153846154
Restaurants,Parma,3.3333333333333335
Air Duct Cleaning,Las Vegas,4.052631578947368
Oil Change Stations,Charlotte,3.470873786407767
Mediterranean,Gibsonia,4.0
Middle Eastern,Scottsdale,3.78125
Auto Repair,Elyria,3.5
Landscaping,Peoria,4.08
Chocolatiers & Shops,Madison,4.2727272727272725
Beauty & Spas,Edinburgh,3.94811320754717
Beer Bar,Cave Creek,3.5
Nail Salons,Markham,3.1222222222222222
Sewing & Alterations,Gilbert,4.125
Mass Media,Cave Creek,1.0
Bike Rentals,Las Vegas,4.384615384615385
Home Theatre Installation,Las Vegas,4.714285714285714
Chinese,South Euclid,3.1666666666666665
Contractors,Gilbert,4.125
Performing Arts,Glendale,4.9
Turkish,Montréal,3.75
Gas Stations,Gilbert,3.44
Pet Sitting,Pittsburgh,4.269230769230769
Wraps,Tempe,3.625
Fashion,North Ridgeville,2.8333333333333335
Restaurants,Vanier,4.25
Italian,Matthews,3.576923076923077
DUI Law,Las Vegas,4.380952380952381
British,Inverness,4.0
British,Toronto,3.611111111111111
Roofing,Peoria,3.125
Food,Fairlawn,3.6739130434782608
Colleges & Universities,Edinburgh,3.869565217391304
Chinese,Concord,3.3333333333333335
Irrigation,Las Vegas,3.941860465116279
Nail Salons,Ajax,2.7
Boxing,Mentor,5.0
Cupcakes,Mesa,3.8181818181818183
Sandwiches,Pickering,3.1785714285714284
Doctors,Edinburgh,3.8
Funeral Services & Cemeteries,Cleveland,3.5
Cupcakes,Tempe,3.75
Art Galleries,Tempe,4.722222222222222
Pizza,Elyria,3.375
Interval Training Gyms,Phoenix,4.596153846153846
Event Planning & Services,Rocky River,3.7857142857142856
Barbers,Avondale,3.875
Arts & Entertainment,columbia station,3.0
Automotive,Downsview,2.0
Mattresses,Scottsdale,4.102941176470588
Podiatrists,Gilbert,4.083333333333333
Diners,Mesa,3.5
Nail Salons,Streetsboro,3.875
Framing,Phoenix,4.642857142857143
Gas Stations,Etobicoke,3.3333333333333335
Car Wash,Fountain Hills,2.8333333333333335
Tapas/Small Plates,Stuttgart,3.466666666666667
Music & Video,Chagrin Falls,4.0
Fruits & Veggies,Cleveland Heights,2.5
Tutoring Centers,Henderson,4.636363636363637
Beauty & Spas,Stow,4.068181818181818
Automotive,Valley View,4.0
Wine Tasting Room,Peoria,4.5
Fitness & Instruction,Fairview Park,4.375
Event Planning & Services,Sun Prairie,3.8214285714285716
Periodontists,Champaign,3.0
Private Tutors,Las Vegas,4.82258064516129
Pets,Kennedy Township,3.5
Sports Bars,Surprise,2.888888888888889
Belgian,Phoenix,3.0
Golf,Medina,3.9375
Yoga,Henderson,4.55
Auto Repair,Twinsburg,4.333333333333333
Thrift Stores,Gastonia,3.0
Japanese,Canonsburg,3.5
Cajun/Creole,Urbana,3.25
Basque,Pittsburgh,3.25
Parking,Cornelius,3.5
Diners,Wexford,3.6666666666666665
Event Photography,Fountain Hills,5.0
Waxing,Markham,3.7333333333333334
Shopping,Saint-Laurent,3.090909090909091
Shoe Stores,Peoria,3.590909090909091
Self Storage,Fitchburg,3.0
Steakhouses,Sun Prairie,3.3333333333333335
Pizza,Chambly,3.0
Recycling Center,Urbana,3.25
Screen Printing,Peoria,4.25
Massage Therapy,Waunakee,4.5
Hookah Bars,Chandler,4.357142857142857
Photographers,Peoria,4.428571428571429
Veterinarians,Murrysville,4.0
Health & Medical,Verdun,4.166666666666667
Shipping Centers,Fitchburg,3.6666666666666665
Hotels,Sainte-Adèle,2.0
Candy Stores,Willoughby,3.5
Hardware Stores,Oregon,4.0
Event Planning & Services,Plum,4.0
Home Decor,Pineville,3.0
Breakfast & Brunch,Burton,3.8333333333333335
Swimming Pools,Monroeville,2.0
Pet Photography,Henderson,5.0
Waxing,Unionville,5.0
Active Life,Dorval,4.0
Television Service Providers,Cleveland Heights,1.5
Waxing,Fountain Hills,4.333333333333333
Education,Newmarket,4.25
Home Services,Garfield Heights,2.5
Party Supplies,Broadview Heights,3.0
Tires,Avon Lake,3.0
Hotels,Cuyahoga Falls,3.0
Property Management,Cleveland Heights,3.0
Moroccan,Charlotte,3.75
Hardware Stores,Oakdale,3.5
Car Window Tinting,El Mirage,4.5
Urgent Care,Madison,3.0
Noodles,Champaign,3.5
Telecommunications,North Las Vegas,2.5
Food,Chateauguay,3.5
New Mexican Cuisine,Glendale,4.0
Cosmetics & Beauty Supply,Gastonia,3.1
Grout Services,Scottsdale,5.0
RV Rental,Peoria,4.75
Public Services & Government,Stow,3.0
Pet Breeders,Tempe,2.5
Wigs,Mentor,3.5
Food Delivery Services,Leith,4.0
Threading Services,Pittsburgh,3.8
Handyman,Avondale,4.166666666666667
Accessories,Painesville,5.0
Lighting Fixtures & Equipment,Thornhill,3.5
Car Dealers,North Las Vegas,3.25
Cosmetics & Beauty Supply,Gibsonia,4.5
Tree Services,Las vegas,2.5
Pets,Dravosburg,4.5
Sports Bars,Unionville,3.0
Car Window Tinting,Surprise,5.0
Diners,Moon,2.5
Professional Services,Carnegie,4.5
Laser Eye Surgery/Lasik,Richmond Hill,5.0
Massage,Mount Holly,5.0
Paint & Sip,Pittsburg,4.5
Sandwiches,Lake Wylie,4.166666666666667
Electricians,Litchfield Park,4.5
Breakfast & Brunch,Lagrange,3.5
Food,Crafton,3.0
Blow Dry/Out Services,Matthews,4.333333333333333
Libraries,Cleveland Heights,4.5
Drugstores,Wesley Chapel,3.75
Tires,Cave Creek,3.5
Electricians,Oregon,4.0
Wedding Planning,Bedford Heights,5.0
Cupcakes,Fountain Hills,4.5
Hardware Stores,Richmond Hill,3.0
Hair Salons,Homestead,3.5
Eyebrow Services,Brampton,2.5
Sandwiches,McKeesport,3.25
Ice Cream & Frozen Yogurt,Waxhaw,3.75
Barbeque,Cheswick,2.0
Health & Medical,University Heights,4.5
Veterinarians,Waxhaw,4.0
Mattresses,Brooklyn,3.0
College Counseling,Mesa,5.0
Automotive,Laval,2.125
Yoga,Pointe-Claire,5.0
Professional Services,Boulder City,4.625
Organic Stores,Edinburgh,4.166666666666667
Massage,Fairlawn,3.375
Lawyers,Montréal,2.25
Bed & Breakfast,Bridgeville,2.5
Appliances & Repair,Middleton,4.5
Pet Boarding,Avon,5.0
Pressure Washers,Harrisburg,3.5
Spanish,Glendale,2.5
Seafood,Lyndhurst,4.0
Libraries,McMurray,4.5
Florists,Silver Lake,5.0
Chiropractors,Boulder City,3.25
Kebab,Ostfildern,4.0
Ice Cream & Frozen Yogurt,Pierrefonds,4.0
Hair Stylists,Laveen,4.0
Southern,Gilbert,3.3
Psychiatrists,Henderson,1.5
Flowers & Gifts,Bedford,4.75
Brewing Supplies,McMurray,5.0
Food,Dallas,4.25
Donuts,Elizabeth,4.5
Italian,Ambridge,4.0
Decks & Railing,Tempe,3.25
Cosmetic Dentists,Parma Heights,2.5
Indian,Parma,4.0
Hotels & Travel,Montral,2.5
Food,Newbury,3.6666666666666665
Wedding Planning,Montréal,4.0
Cocktail Bars,Fort Mill,3.5
Arts & Crafts,Saint-Jean-sur-Richelieu,4.5
Framing,Mayfield Heights,3.0
Bookstores,Wexford,4.0
Community Service/Non-Profit,Cleveland,3.388888888888889
Gluten-Free,Cleveland,4.136363636363637
Irish,Vaughan,3.5
Museums,East Lothian,4.0
Piercing,Las  Vegas,5.0
Food,Scotland,3.5
Shopping,South Park,2.5
Hotels & Travel,Steinenbronn,4.25
Utilities,Huntersville,2.0
Dentists,Fountain Hls,4.5
Mattresses,Monona,4.0
Dentists,Whitby,5.0
Poutineries,Ajax,3.0
Pet Services,Irwin,4.0
Optometrists,Cottage Grove,5.0
Mortgage Lenders,Chandler,1.5
Environmental Testing,Champaign,4.75
Toy Stores,Strongsville,2.5
Strip Clubs,Mississauga,2.5
Medical Law,Las Vegas,4.333333333333333
Screen Printing,Strongsville,5.0
Pizza,Pleasant Hills,3.6666666666666665
Toy Stores,Richmond Hill,3.125
Mexican,Euclid,2.0
Shopping,Saint-Sauveur,4.0
Apartments,Litchfield Park,2.5
Food,Rural Ridge,5.0
Packing Supplies,Urbana,1.0
Middle Eastern,Shaker Heights,4.0
Notaries,Esslingen,4.0
Grocery,Monongahela,4.5
Festivals,Boulder City,3.5
Packing Services,McFarland,5.0
Automotive,Pittsburch,2.5
General Dentistry,Bethel Park,3.0
Pets,Richfield,4.5
Assisted Living Facilities,Mentor,1.5
Countertop Installation,North Ridgeville,4.0
Ethnic Food,Berea,4.0
Cosmetics & Beauty Supply,Mayfield,5.0
Dry Cleaning & Laundry,Bethel Park,3.5
Car Dealers,Montreal,1.5
Food,Mont-Saint-Hilaire,4.25
Bagels,La Salle,5.0
Moroccan,Lachine,4.0
Trainers,Wesley Chapel,5.0
Southern,North Las Vegas,3.5
Vape Shops,Oakville,5.0
Sports Medicine,Berea,4.5
Customized Merchandise,Madison,5.0
Gift Shops,Waunakee,4.0
Event Planning & Services,Sainte-Anne-des-Plaines,3.0
Brasseries,Oakville,4.5
Tobacco Shops,Böblingen,3.5
Tattoo,Oakville,4.5
Mediterranean,Avondale,4.125
Donuts,Amherst,4.5
Bridal,Kannapolis,5.0
Pizza,East McKeesport,3.5
Gold Buyers,Wexford,5.0
Hot Pot,Champaign,3.5
Antiques,Paradise Valley,4.0
Hungarian,Caledon,4.5
Dentists,North Huntingdon,5.0
Belgian,Scottsdale,4.0
Periodontists,Savoy,4.0
Kids Activities,Sindelfingen,2.0
Pizza,Vimont,4.0
Oil Change Stations,Moon Twp,4.0
Scuba Diving,Richmond Hill,4.0
Optometrists,Twinsburg,5.0
Shredding Services,Glendale,4.0
Men's Clothing,Mount Horeb,3.5
Cosmetics & Beauty Supply,Whitby,5.0
Window Washing,Concord,3.5
Buffets,Saint-Laurent,3.0
Police Departments,Blue Diamond,4.0
Financial Services,Northfield,3.5
Nightlife,Centre Island,4.0
Party & Event Planning,Verdun,4.5
Endodontists,Indian Trail,5.0
Car Wash,Aurora,3.0
Waterproofing,Monroeville,1.0
Emergency Pet Hospital,Chandler,4.0
Donation Center,Scottsdale,4.0
Trainers,Aspinwall,4.0
Appliances,Leinfelden-Echterdingen,3.0
