city,categories,count
euclid,Diners,15
emsworth,Gluten-Free,6
cleveland,Shaved Ice,6
urbana,Pediatric Dentists,7
toronto,Screen Printing/T-Shirt Printing,5
thornhill,Appliances,35
streetsboro,Hiking,6
westlake,Threading Services,5
lorain,Italian,25
kannapolis,Food Delivery Services,11
eastlake,Boot Camps,3
monona,Caribbean,61
phoenix,Internet Cafes,409
ogden,American (Traditional),3
chardon,Flowers & Gifts,7
north las vegas,Counseling & Mental Health,40
huntersville,Wheel & Rim Repair,5
avon,Public Services & Government,3
cleveland,Boating,72
kannapolis,Car Dealers,12
brunswick,Juice Bars & Smoothies,3
independence,Pool Halls,14
georgetown,Outlet Stores,4
woodmere,Fitness & Instruction,25
woodmere,Florists,100
youngtown,Professional Services,9
north york,Aquarium Services,7
avon,Guns & Ammo,11
cecil,Delis,6
plum,Cafeteria,9
monona,Acupuncture,3
stowe,Trainers,12
frazer,Hair Removal,36
mahomet,Thai,20
blawnox,Shopping Centers,17
cleveland heights,Smokehouse,123
frazer,Transmission Repair,3
henderson,Powder Coating,12
warrensville heights,Local Services,14
scarborough,DUI Law,5
fountain hills,Dog Walkers,3
avon,Cupcakes,29
lakewood,Arabian,8
fort mill,Divorce & Family Law,3
kannapolis,Desserts,5
paradise valley,Beer Bar,117
chesterland,Diners,45
charlotte,Magicians,4
cleveland heights,Spanish,168
chagrin falls,Wine Bars,52
willowdale,Ethnic Food,4
mint hill,Salad,29
monroeville,Vitamins & Supplements,3
leith,Books,3
mount lebanon,Specialty Food,6
elyria,Barbers,4
markham,Dance Wear,4
homestead,Endodontists,5
murrysville,Appliances,4
carefree,Jazz & Blues,19
ashburn,Bakeries,10
scottsdale,Day Spas,8510
avon,Restaurants,2038
las vegas,Car Wash,5571
tempe,Automotive,9770
belmont,Endodontists,3
las vegas,Cajun/Creole,10966
pittsburgh,Reiki,91
stuttgart,Oral Surgeons,34
davidson,Event Planning & Services,43
fitchburg,Fashion,82
vaughan,Optometrists,12
streetsboro,Beauty & Spas,163
fort mill,Active Life,391
pittsburgh,Apartments,542
tempe,Art Schools,36
murrysville,Auto Insurance,18
las vegas,Knitting Supplies,310
goodyear,Fences & Gates,5
phoenix,Middle Schools & High Schools,178
mint hill,Burgers,218
fitchburg,Tires,21
strongsville,Real Estate Agents,6
gilbert,Optometrists,457
northfield,Salad,17
savoy,Automotive,63
mesa,Veterinarians,1078
edinburgh,Mobile Phones,79
toronto,Creperies,2192
mesa,Preschools,168
pittsburgh,Home Decor,412
mint hill,Beauty & Spas,72
urbana,Mags,18
alex,French,3
markham,Mobile Phones,138
scottsdale,Costumes,82
boulder city,Arts & Entertainment,609
monroeville,Hotels,181
medina,Waffles,17
edinburgh,Professional Services,50
scarborough,Education,43
brampton,Nail Salons,134
charlotte,Roadside Assistance,55
sun city,Glass & Mirrors,15
north las vegas,Donuts,582
las vegas,Computers,3140
scottsdale,Indian,1345
glendale,Flooring,173
henderson,Resorts,1091
vaughan,Arcades,34
parma,Automotive,169
charlotte,Shoe Repair,252
richmond hill,Soup,490
pineville,Bakeries,125
toronto,Engraving,15
tempe,Indian,3610
peninsula,Pets,7
sun prairie,Burgers,334
stoughton,Nightlife,261
mesa,Religious Organizations,109
willoughby,Vintage & Consignment,9
mesa,Cinema,526
las vegas,Magicians,2357
wickliffe,Car Dealers,12
north olmsted,Greek,81
pittsburgh,Ramen,582
tempe,Pediatric Dentists,165
mayfield heights,Automotive,98
fairview park,Fabric Stores,4
indian trail,Nail Salons,86
peoria,Vietnamese,389
avondale,Mobile Phone Repair,26
pineville,Nail Salons,102
las vegas,Ski Resorts,463
tallmadge,Heating & Air Conditioning/HVAC,10
kent,Towing,3
middlefield,Food,123
cave creek,Pool & Hot Tub Service,61
richmond hill,Halal,211
westlake,Education,18
gilbert,Asian Fusion,1676
fountain hills,Interior Design,8
glendale,Art Classes,42
scarborough,Massage Therapy,17
huntersville,Parks,43
mentor,Beer,392
lorain,Caterers,17
medina,Veterinarians,12
middleton,Toy Stores,33
huntersville,Coffee & Tea,427
madison,Obstetricians & Gynecologists,36
mansfield,Beer,4
north york,Massage,75
gastonia,Head Shops,3
north olmsted,Middle Eastern,126
middleburg heights,Appliances & Repair,3
aurora,Golf Equipment,6
beaconsfield,Nightlife,8
matthews,Security Systems,25
oakville,Musical Instrument Services,3
avondale,Lounges,7
markham,Religious Organizations,10
seven hills,Chicken Wings,92
tempe,Handyman,270
las vegas,Motorsport Vehicle Dealers,39
charlotte,Furniture Reupholstery,78
pittsburgh,Fishing,3
scottsdale,Tubing,90
madison,Real Estate Photography,16
pittsburgh,Elementary Schools,6
north royalton,Oil Change Stations,9
twinsburg,Hotels & Travel,41
carnegie,Automotive,64
swissvale,Bars,8
richfield,Dive Bars,21
north olmsted,Guitar Stores,10
mayfield heights,Interior Design,14
mint hill,Eyelash Service,22
phoenix,Yelp Events,274
pittsburgh,Office Cleaning,57
lorain,Grocery,55
phoenix,Siding,14
glendale,Transportation,24
medina,Plumbing,10
phoenix,Waldorf Schools,8
madison,Gymnastics,22
north royalton,Burgers,50
brampton,IT Services & Computer Repair,21
thornhill,Public Services & Government,15
tempe,Medical Cannabis Referrals,17
lakewood,Bowling,92
chandler,Accountants,77
rocky river,Tapas/Small Plates,111
concord,Bikes,13
bratenahl,Cocktail Bars,32
tempe,Framing,94
university heights,Active Life,17
matthews,Home Inspectors,3
champaign,Community Service/Non-Profit,10
mesa,Endodontists,313
pittsburgh,Barre Classes,56
rantoul,Hot Dogs,12
monona,Computers,5
amherst,Salad,48
urbana,Bike Repair/Maintenance,49
toronto,Pet Adoption,16
canonsburg,Grocery,12
black earth,Restaurants,23
newbury,Chicken Wings,29
new kensington,Workers Compensation Law,3
vaughan,Patisserie/Cake Shop,3
woodbridge,Blow Dry/Out Services,11
braddock,Sandwiches,59
scottsdale,Tui Na,9
north las vegas,Poutineries,348
fairlawn,Cafes,56
cottage grove,Burgers,7
medina,Professional Services,37
streetsboro,Mexican,117
middleburg heights,Leather Goods,3
west homestead,Motorcycle Repair,3
henderson,Sleep Specialists,23
markham,Street Vendors,106
newmarket,Bridal,4
fitchburg,Formal Wear,5
henderson,Aquarium Services,7
tempe,Masonry/Concrete,81
brentwood,American (Traditional),11
swissvale,Art Galleries,11
north randall,Bars,10
willowick,Guns & Ammo,12
carefree,Home Window Tinting,3
twinsburg,Pet Sitting,12
willoughby,Barbers,9
solon,Car Wash,15
lakewood,Car Dealers,4
munroe falls,Bakeries,8
sun prairie,Property Management,4
mcknight,Restaurants,21
guadalupe,Hospitals,3
cornelius,Eyelash Service,46
waxhaw,Bike Repair/Maintenance,3
indian trail,Handyman,4
madison,Pest Control,27
vaughan,Marketing,3
macedonia,Ophthalmologists,4
mentor,Acupuncture,3
guadalupe,Diners,108
edinburgh,Hypnosis/Hypnotherapy,3
goodyear,Art Schools,135
new kensington,American (New),52
presto,Apartments,3
hudson,Home Staging,3
euclid,Pets,10
kirtland,Farmers Market,12
henderson,Customized Merchandise,9
boulder city,Nail Technicians,10
surprise,Hawaiian,6
guadalupe,Dry Cleaning & Laundry,3
sewickley,Distilleries,4
midlothian,Bars,3
pepper pike,Day Spas,30
avondale,Sports Medicine,20
huntersville,Musical Instrument Services,9
woodmere,Mattresses,3
ogden,Auto Customization,7
painesville,Flowers & Gifts,6
york,Cafes,9
litchfield park,Medical Centers,22
hinckley,Bars,18
el mirage,Barbeque,3
west mifflin,Outdoor Gear,7
sun city west,Traditional Chinese Medicine,3
munroe falls,Tapas/Small Plates,6
paradise valley,Women's Clothing,27
elyria,Gift Shops,7
monroeville,Home Organization,8
carnegie,Office Cleaning,21
waxhaw,Laundromat,6
middleton,Recycling Center,3
chagrin falls,Mini Golf,10
gastonia,Caribbean,26
bridgeville,Japanese,4
henderson,Dental Hygienists,21
parma,Rock Climbing,19
richmond hill,Recording & Rehearsal Studios,25
north ridgeville,Car Dealers,4
avon lake,Flooring,3
glendale,Team Building Activities,7
brooklyn,Skin Care,4
solon,Barbers,15
wesley chapel,General Dentistry,3
brampton,Transportation,8
streetsboro,Nurseries & Gardening,5
cleveland heights,Malaysian,324
lachine,Couriers & Delivery Services,3
north ridgeville,Flooring,5
waunakee,Optometrists,6
rocky river,Greek,92
cottage grove,Pet Services,3
youngtown,Kitchen & Bath,7
oakland,Men's Hair Salons,5
las vegas,Hazardous Waste Disposal,3
de forest,Grocery,6
gilbert,Recycling Center,7
wexford,Vitamins & Supplements,3
middleburg heights,Laser Tag,12
verona,Spanish,11
middleton,Laser Eye Surgery/Lasik,4
north versailles,Wine Bars,13
mentor,Funeral Services & Cemeteries,3
wesley chapel,Chinese,50
inverness,Used,4
oakmont,Bakeries,225
bedford,Adult Entertainment,8
stanley,Massage Therapy,7
waunakee,Permanent Makeup,5
rocky river,Street Vendors,95
lowell,Steakhouses,33
chester,Patisserie/Cake Shop,4
fountain hills,Personal Chefs,3
gilbert,Propane,7
strongsville,Art Schools,3
chesterland,Vegetarian,63
wexford,Pet Training,3
phoenix,Emergency Medicine,68
newington,Nightlife,5
charlotte,Sushi Bars,10553
charlotte,Men's Clothing,839
cornelius,Beauty & Spas,556
mesa,Automotive,10412
las vegas,Adult,922
tempe,Specialty Food,2176
toronto,Falafel,591
cornelius,Boxing,34
toronto,Jewelry,1490
scottsdale,Cosmetology Schools,234
scottsdale,Vocational & Technical School,82
cleveland,Hotels & Travel,4346
brunswick,Cardiologists,3
mayfield heights,Tires,29
lachine,Lighting Fixtures & Equipment,3
scottsdale,Golf Cart Rentals,32
scarborough,Caterers,290
markham,Arts & Crafts,80
avondale,Mexican,2048
pineville,Signmaking,12
montreal,Veterinarians,21
surprise,Event Planning & Services,865
fountain hills,Car Wash,48
north las vegas,Party Equipment Rentals,46
mount horeb,Tea Rooms,11
glendale,Home Health Care,18
fitchburg,Shopping,287
king city,Food,28
edinburgh,Churches,90
concord,Home Decor,80
tempe,Fences & Gates,81
henderson,Medical Spas,1123
charlotte,Internet Service Providers,290
charlotte,Orthotics,11
markham,Education,75
las vegas,Supernatural Readings,2096
monticello,American (Traditional),68
cleveland,Tanning,129
north royalton,Day Spas,21
sun lakes,Home Services,17
urbana,Radiologists,12
urbana,Doctors,48
henderson,Farmers Market,280
chandler,Dance Schools,74
tempe,Mini Golf,18
gibsonia,Department Stores,16
mesa,Races & Competitions,7
scottsdale,Home Health Care,196
brampton,African,66
mentor,Italian,621
litchfield park,Coffee & Tea,435
fairview park,Gyms,14
stuttgart,Candy Stores,32
higley,American (Traditional),215
peoria,Eyelash Service,85
pittsburgh,Interval Training Gyms,57
madison,Coffee Roasteries,118
charlotte,Piano Bars,168
mesa,Travel Services,312
madison,Flooring,33
litchfield park,Performing Arts,38
tempe,Travel Services,197
glendale,Nurseries & Gardening,181
scottsdale,Windows Installation,221
sewickley,Beauty & Spas,64
scottsdale,Food Court,35
de forest,Day Spas,6
peoria,Pet Groomers,284
medina,Local Services,94
el mirage,Discount Store,42
charlotte,Shaved Ice,184
scarborough,Hospitals,25
cleveland,Cooking Schools,138
charlotte,Surgeons,11
richfield,Burgers,120
millvale,Books,23
vaughan,Cambodian,22
mesa,Adoption Services,6
scottsdale,Farmers Market,596
lyndhurst,Nightlife,517
bridgeville,Boot Camps,44
glendale,Prosthodontists,6
bethel park,Children's Clothing,4
lake wylie,Music Venues,44
peoria,Motorcycle Gear,101
seven hills,Automotive,19
stuttgart,Jazz & Blues,20
willowick,Home Services,8
painesville,Breakfast & Brunch,93
sun city,Transmission Repair,28
lakewood,Dog Walkers,7
madison,Diagnostic Services,10
pineville,Bars,780
west mifflin,Electronics,39
parma,Falafel,129
olmsted falls,Day Spas,7
fitchburg,Tobacco Shops,6
oakville,Specialty Schools,6
avon lake,Chicken Wings,65
hudson,Bookstores,9
henderson,Vegetarian,2614
tallmadge,Oil Change Stations,9
stuttgart,Train Stations,107
pittsburgh,Wigs,18
brecksville,Drugstores,6
mesa,Restaurant Supplies,20
harrisburg,Keys & Locksmiths,4
chandler,Print Media,3
markham,Beer,96
vaughan,Eyelash Service,15
tolleson,Tex-Mex,7
scottsdale,Truck Rental,44
charlotte,Real Estate Law,22
henderson,Roadside Assistance,27
livingston,Indian,13
madison,Indoor Landscaping,11
toronto,Criminal Defense Law,20
independence,Ethnic Food,21
robinson,Mexican,139
matthews,General Dentistry,47
mesa,Pakistani,222
madison,Kids Activities,60
las vegas,Hydroponics,28
painesville,Donuts,4
newbury,Hotels & Travel,31
middleburg heights,Ophthalmologists,6
upper saint clair,Bars,157
east liberty,Restaurants,44
las vegas,Halotherapy,73
brampton,Wholesale Stores,15
fairlawn,Home Services,12
tolleson,Barbers,34
westlake,Self Storage,3
gilbert,Music Venues,422
middleburg heights,Ethnic Food,32
champaign,Television Service Providers,13
gilbert,Pet Boarding,233
mentor,Tattoo Removal,3
brampton,Escape Games,16
irwin,Vape Shops,4
north las vegas,Wine & Spirits,58
toronto,Historical Tours,62
streetsboro,Antiques,3
urbana,Butcher,7
cleveland,Life Coach,7
thornhill,Plumbing,7
henderson,Web Design,83
henderson,Cards & Stationery,30
fort mill,Health Markets,4
madison,Chimney Sweeps,4
gibsonia,Seafood,56
parma,Firearm Training,6
stoughton,Thrift Stores,15
sewickley,Arts & Crafts,6
rantoul,Local Flavor,4
waunakee,Parks,17
bedford,Trailer Repair,4
dormont,Sports Bars,11
litchfield park,Oral Surgeons,24
chardon,Body Shops,6
toronto,Iberian,44
monona,Discount Store,22
champaign,Dog Walkers,21
midland,Barbeque,9
champaign,Organic Stores,54
champaign,Fireplace Services,3
scarborough,Oral Surgeons,6
cornelius,Towing,4
canonsburg,Eyewear & Opticians,18
madison,Belgian,689
boulder city,Thrift Stores,8
surprise,Outlet Stores,10
tempe,Oxygen Bars,123
champaign,Caribbean,76
blawnox,Chicken Wings,6
berea,Colleges & Universities,9
cuyahoga falls,Distilleries,28
mcmurray,Performing Arts,3
phoenix,Carpet Dyeing,152
champaign,Telecommunications,3
vaughan,Piano Services,3
brunswick,Painters,3
wexford,Gastropubs,28
kannapolis,Arts & Crafts,3
hudson,Reflexology,4
monroeville,Pool Cleaners,3
shadyside,Hair Salons,31
elizabeth,Pizza,28
bay village,Swimming Pools,30
oakville,Life Coach,3
glenshaw,Painters,10
king,Landscaping,3
solon,Videos & Video Game Rental,4
scottsdale,Historical Tours,42
middleton,Electronics,13
gilbert,Wigs,7
beachwood,Ophthalmologists,16
white oak,Hair Salons,6
peoria,Maternity Wear,6
champaign,Trampoline Parks,7
lorain,Bowling,11
chardon,Imported Food,6
pittsburgh,Telecommunications,19
chester,Tea Rooms,3
surprise,Party Characters,4
pleasant hills,Car Dealers,32
braddock,Buffets,5
homestead,Professional Services,34
willoughby hills,Convenience Stores,16
highland heights,Hair Salons,4
kannapolis,Gas Stations,10
phoenix,Argentine,7
irwin,Beer,3
stuttgart,Sports Medicine,3
kent,Barbeque,21
waxhaw,Beer Gardens,20
chardon,Music Venues,20
lakewood,Building Supplies,15
mckees rocks,Beer Bar,14
scottsdale,Pedicabs,3
pittsburgh,Swimming Lessons/Schools,3
youngtown,Barbers,17
fairview park,Plumbing,14
huntersville,Music Venues,46
rocky river,Irish Pub,8
westlake,Tobacco Shops,5
euclid,Massage,3
davidson,Fashion,12
lorain,Steakhouses,12
swissvale,Junk Removal & Hauling,10
thornhill,Pet Sitting,4
brooklyn,Fruits & Veggies,7
parma heights,Wheel & Rim Repair,10
stuttgart,Wholesalers,5
phoenix,Lakes,8
matthews,Uniforms,3
urbana,Eyebrow Services,10
fountain hills,DUI Law,3
belmont,Child Care & Day Care,11
madison,Brewpubs,662
north las vegas,New Mexican Cuisine,3
glendale,Pakistani,65
oakville,Restaurants,5466
las vegas,Korean,20678
paradise valley,Plastic Surgeons,13
phoenix,Pet Transportation,38
toronto,Chiropractors,919
streetsboro,Food,215
cleveland,Hotels,2559
phoenix,Auto Insurance,282
lake wylie,Hair Stylists,4
scottsdale,Pediatricians,268
cave creek,Home Theatre Installation,12
toronto,Gelato,318
phoenix,Jewelry Repair,390
henderson,Tires,2100
henderson,Japanese,6698
middleton,Interior Design,14
cuyahoga falls,Shopping,229
fountain hills,Cosmetic Dentists,14
oakmont,Gas Stations,5
madison,Auto Parts & Supplies,556
westlake,Professional Services,20
solon,Bars,583
rocky river,Diagnostic Services,5
strongsville,Musical Instruments & Teachers,3
pittsburgh,Windows Installation,53
huntersville,Dentists,87
pittsburgh,Gift Shops,375
phoenix,Books,1927
toronto,Makeup Artists,1427
las vegas,Racing Experience,759
chandler,Nurseries & Gardening,519
phoenix,Orthodontists,1878
avondale,Carpeting,30
mckees rocks,Sushi Bars,42
unionville,Restaurants,1095
pineville,Plus Size Fashion,9
cuyahoga falls,Tires,49
markham,Specialty Schools,72
waunakee,Transportation,5
irwin,Bars,145
beachwood,Restaurants,2601
north las vegas,Costumes,5
lorain,Nightlife,78
pittsburgh,Laser Eye Surgery/Lasik,42
glendale,University Housing,9
cleveland heights,Mexican,302
beachwood,Gyms,83
peoria,Retirement Homes,49
mayfield heights,Doctors,12
verona,Spray Tanning,12
pittsburgh,Watches,130
glendale,Internet Service Providers,221
montreal,Korean,48
toronto,Tree Services,9
nobleton,Bars,3
phoenix,Reflexology,466
scarborough,Latin American,3
north royalton,Beauty & Spas,84
savoy,Bed & Breakfast,10
tolleson,Electronics,11
charlotte,Summer Camps,282
toronto,Gay Bars,371
west homestead,Barbeque,76
cave creek,Fences & Gates,18
brampton,Ice Cream & Frozen Yogurt,145
las vegas,Mountain Biking,420
scottsdale,Soup,2408
mesa,Ethnic Food,1542
mayfield heights,Sports Wear,20
goodyear,Pediatric Dentists,105
south euclid,Chinese,103
pittsburgh,Wine Bars,3719
scottsdale,Cannabis Clinics,58
pineville,Mexican,238
chandler,Mobile Phone Repair,339
north york,Musical Instruments & Teachers,14
toronto,Colonics,17
champaign,Banks & Credit Unions,44
gastonia,Hardware Stores,8
phoenix,Car Buyers,93
gastonia,Tex-Mex,137
indian trail,Nightlife,256
boulder city,Toy Stores,8
murrysville,Steakhouses,38
newmarket,Shopping,166
parma,Pest Control,8
gilbert,Tours,33
edinburgh,Optometrists,12
rocky river,Hair Salons,335
waxhaw,Waxing,44
stow,Coffee & Tea,197
peoria,Door Sales/Installation,92
woodbridge,Telecommunications,3
cave creek,Refinishing Services,15
pittsburgh,Libraries,126
west view,Grocery,12
oakdale,Restaurants,184
guadalupe,Health & Medical,3
coraopolis,Car Wash,18
avon lake,Chinese,71
warrensville heights,Event Planning & Services,185
henderson,Cupcakes,206
berea,Real Estate Law,4
brook park,American (New),20
montreal,General Dentistry,7
cleveland heights,Men's Clothing,12
aspinwall,Sporting Goods,14
scottsdale,Pop-up Shops,6
north ridgeville,IT Services & Computer Repair,3
thornhill,Trainers,33
middleburg heights,Auto Repair,64
medina,Mediterranean,34
davidson,Teeth Whitening,3
willoughby,Home Cleaning,6
north york,Packing Services,3
verona,Heating & Air Conditioning/HVAC,12
